name,value,year,lastValue,rank
Sexual Content,1000001,2013.07,1000001,10
Action,1000671,2013.06,1000661,1
Adventure,1000193,2013.06,1000192,2
Strategy,1000178,2013.06,1000173,7
Casual,1000166,2013.06,1000162,3
Indie,1000117,2013.06,1000114,4
RPG,1000079,2013.06,1000079,8
Simulation,1000076,2013.06,1000076,6
Free to Play,1000013,2013.06,1000013,9
Violent,1000005,2013.06,1000005,5
Sexual Content,1000001,2013.06,1000001,10
Action,1000661,2013.05,1000645,1
Adventure,1000192,2013.05,1000191,2
Strategy,1000173,2013.05,1000172,7
Casual,1000162,2013.05,1000159,3
Indie,1000114,2013.05,1000119,4
RPG,1000079,2013.05,1000079,8
Simulation,1000076,2013.05,1000076,6
Free to Play,1000013,2013.05,1000013,9
Violent,1000005,2013.05,1000005,5
Sexual Content,1000001,2013.05,1000001,10
Action,1000645,2013.04,1000628,1
Adventure,1000191,2013.04,1000184,2
Strategy,1000172,2013.04,1000171,7
Casual,1000159,2013.04,1000159,3
Indie,1000119,2013.04,1000115,4
RPG,1000079,2013.04,1000079,8
Simulation,1000076,2013.04,1000075,6
Free to Play,1000013,2013.04,1000013,9
Violent,1000005,2013.04,1000005,5
Sexual Content,1000001,2013.04,1000001,10
Action,1000628,2013.03,1000615,1
Adventure,1000184,2013.03,1000181,2
Strategy,1000171,2013.03,1000171,7
Casual,1000159,2013.03,1000157,3
Indie,1000115,2013.03,1000111,4
RPG,1000079,2013.03,1000079,8
Simulation,1000075,2013.03,1000074,6
Free to Play,1000013,2013.03,1000012,9
Violent,1000005,2013.03,1000005,5
Sexual Content,1000001,2013.03,1000001,10
Action,1000615,2013.02,1000617,1
Adventure,1000181,2013.02,1000179,2
Strategy,1000171,2013.02,1000169,7
Casual,1000157,2013.02,1000153,3
Indie,1000111,2013.02,1000111,4
RPG,1000079,2013.02,1000079,8
Simulation,1000074,2013.02,1000072,6
Free to Play,1000012,2013.02,1000009,9
Violent,1000005,2013.02,1000005,5
Sexual Content,1000001,2013.02,1000001,10
Action,1000617,2013.01,1000611,1
Adventure,1000179,2013.01,1000174,2
Strategy,1000169,2013.01,1000169,7
Casual,1000153,2013.01,1000153,3
Indie,1000111,2013.01,1000111,4
RPG,1000079,2013.01,1000078,8
Simulation,1000072,2013.01,1000071,6
Free to Play,1000009,2013.01,1000009,9
Violent,1000005,2013.01,1000005,5
Sexual Content,1000001,2013.01,1000001,10
Action,1000611,2012.12,1000591,1
Adventure,1000174,2012.12,1000171,2
Strategy,1000169,2012.12,1000169,7
Casual,1000153,2012.12,1000152,3
Indie,1000111,2012.12,1000111,4
RPG,1000078,2012.12,1000076,8
Simulation,1000071,2012.12,1000071,6
Free to Play,1000009,2012.12,1000008,9
Violent,1000005,2012.12,1000005,5
Sexual Content,1000001,2012.12,1000001,10
Action,1000591,2012.11,1000571,1
Adventure,1000171,2012.11,1000166,2
Strategy,1000169,2012.11,1000168,7
Casual,1000152,2012.11,1000151,3
Indie,1000111,2012.11,1000097,4
RPG,1000076,2012.11,1000075,8
Simulation,1000071,2012.11,1000071,6
Free to Play,1000008,2012.11,1000008,9
Violent,1000005,2012.11,1000005,5
Sexual Content,1000001,2012.11,1000001,10
Action,1000571,2012.1,1000551,1
Strategy,1000168,2012.1,1000163,7
Adventure,1000166,2012.1,1000162,2
Casual,1000151,2012.1,1000149,3
Indie,1000097,2012.1,1000091,4
RPG,1000075,2012.1,1000072,8
Simulation,1000071,2012.1,1000071,6
Free to Play,1000008,2012.1,1000008,9
Violent,1000005,2012.1,1000003,5
Sexual Content,1000001,2012.1,1000001,10
Action,1000551,2012.09,1000529,1
Strategy,1000163,2012.09,1000163,7
Adventure,1000162,2012.09,1000159,2
Casual,1000149,2012.09,1000147,3
Indie,1000091,2012.09,1000086,4
RPG,1000072,2012.09,1000072,8
Simulation,1000071,2012.09,1000071,6
Free to Play,1000008,2012.09,1000008,9
Violent,1000003,2012.09,1000003,5
Sexual Content,1000001,2012.09,1000001,10
Action,1000529,2012.08,1000518,1
Strategy,1000163,2012.08,1000161,7
Adventure,1000159,2012.08,1000153,2
Casual,1000147,2012.08,1000146,3
Indie,1000086,2012.08,1000083,4
RPG,1000072,2012.08,1000071,8
Simulation,1000071,2012.08,1000071,6
Free to Play,1000008,2012.08,1000008,9
Violent,1000003,2012.08,1000003,5
Sexual Content,1000001,2012.08,1000001,10
Action,1000518,2012.07,1000511,1
Strategy,1000161,2012.07,1000161,7
Adventure,1000153,2012.07,1000151,2
Casual,1000146,2012.07,1000146,3
Indie,1000083,2012.07,1000083,4
Simulation,1000071,2012.07,1000071,6
RPG,1000071,2012.07,1000069,8
Free to Play,1000008,2012.07,1000008,9
Violent,1000003,2012.07,1000003,5
Sexual Content,1000001,2012.07,1000001,10
Action,1000511,2012.06,1000492,1
Strategy,1000161,2012.06,1000159,7
Adventure,1000151,2012.06,1000151,2
Casual,1000146,2012.06,1000144,3
Indie,1000083,2012.06,1000077,4
Simulation,1000071,2012.06,1000071,6
RPG,1000069,2012.06,1000068,8
Free to Play,1000008,2012.06,1000007,9
Violent,1000003,2012.06,1000003,5
Sexual Content,1000001,2012.06,1000001,10
Action,1000492,2012.05,1000479,1
Strategy,1000159,2012.05,1000157,7
Adventure,1000151,2012.05,1000143,2
Casual,1000144,2012.05,1000142,3
Indie,1000077,2012.05,1000076,4
Simulation,1000071,2012.05,1000069,6
RPG,1000068,2012.05,1000065,8
Free to Play,1000007,2012.05,1000007,9
Violent,1000003,2012.05,1000003,5
Sexual Content,1000001,2012.05,1000001,10
Action,1000479,2012.04,1000465,1
Strategy,1000157,2012.04,1000156,7
Adventure,1000143,2012.04,1000139,2
Casual,1000142,2012.04,1000141,3
Indie,1000076,2012.04,1000073,4
Simulation,1000069,2012.04,1000069,6
RPG,1000065,2012.04,1000063,8
Free to Play,1000007,2012.04,1000007,9
Violent,1000003,2012.04,1000003,5
Sexual Content,1000001,2012.04,1000001,10
Action,1000465,2012.03,1000456,1
Strategy,1000156,2012.03,1000155,7
Casual,1000141,2012.03,1000137,3
Adventure,1000139,2012.03,1000132,2
Indie,1000073,2012.03,1000071,4
Simulation,1000069,2012.03,1000068,6
RPG,1000063,2012.03,1000063,8
Free to Play,1000007,2012.03,1000007,9
Violent,1000003,2012.03,1000003,5
Sexual Content,1000001,2012.03,1000001,10
Action,1000456,2012.02,1000445,1
Strategy,1000155,2012.02,1000153,7
Casual,1000137,2012.02,1000135,3
Adventure,1000132,2012.02,1000131,2
Indie,1000071,2012.02,1000071,4
Simulation,1000068,2012.02,1000068,6
RPG,1000063,2012.02,1000061,8
Free to Play,1000007,2012.02,1000005,9
Violent,1000003,2012.02,1000003,5
Sexual Content,1000001,2012.02,1000001,10
Action,1000445,2012.01,1000441,1
Strategy,1000153,2012.01,1000153,7
Casual,1000135,2012.01,1000134,3
Adventure,1000131,2012.01,1000125,2
Indie,1000071,2012.01,1000069,4
Simulation,1000068,2012.01,1000067,6
RPG,1000061,2012.01,1000059,8
Free to Play,1000005,2012.01,1000004,9
Violent,1000003,2012.01,1000003,5
Sexual Content,1000001,2012.01,1000001,10
Action,1000441,2011.12,1000436,1
Strategy,1000153,2011.12,1000153,7
Casual,1000134,2011.12,1000134,3
Adventure,1000125,2011.12,1000125,2
Indie,1000069,2011.12,1000068,4
Simulation,1000067,2011.12,1000067,6
RPG,1000059,2011.12,1000059,8
Free to Play,1000004,2011.12,1000003,9
Violent,1000003,2011.12,1000003,5
Sexual Content,1000001,2011.12,1000001,10
Action,1000436,2011.11,1000428,1
Strategy,1000153,2011.11,1000149,7
Casual,1000134,2011.11,1000134,3
Adventure,1000125,2011.11,1000121,2
Indie,1000068,2011.11,1000066,4
Simulation,1000067,2011.11,1000067,6
RPG,1000059,2011.11,1000058,8
Violent,1000003,2011.11,1000003,5
Free to Play,1000003,2011.11,1000003,9
Sexual Content,1000001,2011.11,1000001,10
Action,1000428,2011.1,1000416,1
Strategy,1000149,2011.1,1000147,7
Casual,1000134,2011.1,1000131,3
Adventure,1000121,2011.1,1000117,2
Simulation,1000067,2011.1,1000063,6
Indie,1000066,2011.1,1000065,4
RPG,1000058,2011.1,1000057,8
Violent,1000003,2011.1,1000003,5
Free to Play,1000003,2011.1,1000003,9
Sexual Content,1000001,2011.1,1000001,10
Action,1000416,2011.09,1000413,1
Strategy,1000147,2011.09,1000142,7
Casual,1000131,2011.09,1000131,3
Adventure,1000117,2011.09,1000114,2
Indie,1000065,2011.09,1000065,4
Simulation,1000063,2011.09,1000062,6
RPG,1000057,2011.09,1000053,8
Violent,1000003,2011.09,1000003,5
Free to Play,1000003,2011.09,1000003,9
Sexual Content,1000001,2011.09,1000001,10
Action,1000413,2011.08,1000394,1
Strategy,1000142,2011.08,1000133,7
Casual,1000131,2011.08,1000131,3
Adventure,1000114,2011.08,1000119,2
Indie,1000065,2011.08,1000062,4
Simulation,1000062,2011.08,1000061,6
RPG,1000053,2011.08,1000052,8
Violent,1000003,2011.08,1000003,5
Free to Play,1000003,2011.08,1000003,9
Sexual Content,1000001,2011.08,1000001,10
Action,1000394,2011.07,1000387,1
Strategy,1000133,2011.07,1000132,7
Casual,1000131,2011.07,1000128,3
Adventure,1000119,2011.07,1000115,2
Indie,1000062,2011.07,1000061,4
Simulation,1000061,2011.07,1000061,6
RPG,1000052,2011.07,1000051,8
Violent,1000003,2011.07,1000003,5
Free to Play,1000003,2011.07,1000003,9
Sexual Content,1000001,2011.07,1000001,10
Action,1000387,2011.06,1000379,1
Strategy,1000132,2011.06,1000127,7
Casual,1000128,2011.06,1000126,3
Adventure,1000115,2011.06,1000112,2
Simulation,1000061,2011.06,1000059,6
Indie,1000061,2011.06,1000059,4
RPG,1000051,2011.06,1000051,8
Violent,1000003,2011.06,1000003,5
Free to Play,1000003,2011.06,1000001,9
Sexual Content,1000001,2011.06,1000001,10
Action,1000379,2011.05,1000368,1
Strategy,1000127,2011.05,1000126,7
Casual,1000126,2011.05,1000125,3
Adventure,1000112,2011.05,1000097,2
Indie,1000059,2011.05,1000054,4
Simulation,1000059,2011.05,1000059,6
RPG,1000051,2011.05,1000051,8
Violent,1000003,2011.05,1000003,5
Free to Play,1000001,2011.05,1000001,9
Sexual Content,1000001,2011.05,1000001,10
Action,1000368,2011.04,1000359,1
Strategy,1000126,2011.04,1000124,7
Casual,1000125,2011.04,1000124,3
Adventure,1000097,2011.04,1000093,2
Simulation,1000059,2011.04,1000059,6
Indie,1000054,2011.04,1000054,4
RPG,1000051,2011.04,1000051,8
Violent,1000003,2011.04,1000003,5
Free to Play,1000001,2011.04,1000001,9
Sexual Content,1000001,2011.04,1000001,10
Action,1000359,2011.03,1000351,1
Casual,1000124,2011.03,1000122,3
Strategy,1000124,2011.03,1000122,7
Adventure,1000093,2011.03,1000093,2
Simulation,1000059,2011.03,1000058,6
Indie,1000054,2011.03,1000051,4
RPG,1000051,2011.03,1000049,8
Violent,1000003,2011.03,1000003,5
Free to Play,1000001,2011.03,1000001,9
Sexual Content,1000001,2011.03,1000001,10
Action,1000351,2011.02,1000348,1
Casual,1000122,2011.02,1000121,3
Strategy,1000122,2011.02,1000121,7
Adventure,1000093,2011.02,1000092,2
Simulation,1000058,2011.02,1000056,6
Indie,1000051,2011.02,1000049,4
RPG,1000049,2011.02,1000047,8
Violent,1000003,2011.02,1000003,5
Free to Play,1000001,2011.02,1000001,9
Sexual Content,1000001,2011.02,1000001,10
Action,1000348,2011.01,1000339,1
Casual,1000121,2011.01,1000121,3
Strategy,1000121,2011.01,1000121,7
Adventure,1000092,2011.01,1000091,2
Simulation,1000056,2011.01,1000055,6
Indie,1000049,2011.01,1000049,4
RPG,1000047,2011.01,1000047,8
Violent,1000003,2011.01,1000003,5
Free to Play,1000001,2011.01,1000001,9
Sexual Content,1000001,2011.01,1000001,10
Action,1000339,2010.12,1000335,1
Strategy,1000121,2010.12,1000119,7
Casual,1000121,2010.12,1000119,3
Adventure,1000091,2010.12,1000089,2
Simulation,1000055,2010.12,1000055,6
Indie,1000049,2010.12,1000049,4
RPG,1000047,2010.12,1000047,8
Violent,1000003,2010.12,1000003,5
Free to Play,1000001,2010.12,1000001,9
Sexual Content,1000001,2010.12,1000001,10
Action,1000335,2010.11,1000328,1
Casual,1000119,2010.11,1000115,3
Strategy,1000119,2010.11,1000118,7
Adventure,1000089,2010.11,1000087,2
Simulation,1000055,2010.11,1000055,6
Indie,1000049,2010.11,1000047,4
RPG,1000047,2010.11,1000046,8
Violent,1000003,2010.11,1000003,5
Free to Play,1000001,2010.11,1000001,9
Sexual Content,1000001,2010.11,1000001,10
Action,1000328,2010.1,1000315,1
Strategy,1000118,2010.1,1000117,7
Casual,1000115,2010.1,1000115,3
Adventure,1000087,2010.1,1000081,2
Simulation,1000055,2010.1,1000051,6
Indie,1000047,2010.1,1000044,4
RPG,1000046,2010.1,1000041,8
Violent,1000003,2010.1,1000003,5
Free to Play,1000001,2010.1,1000001,9
Sexual Content,1000001,2010.1,1000001,10
Action,1000315,2010.09,1000319,1
Strategy,1000117,2010.09,1000114,7
Casual,1000115,2010.09,1000113,3
Adventure,1000081,2010.09,1000077,2
Simulation,1000051,2010.09,1000049,6
Indie,1000044,2010.09,1000042,4
RPG,1000041,2010.09,1000039,8
Violent,1000003,2010.09,1000003,5
Free to Play,1000001,2010.09,1000001,9
Sexual Content,1000001,2010.09,1000001,10
Action,1000319,2010.08,1000316,1
Strategy,1000114,2010.08,1000119,7
Casual,1000113,2010.08,1000113,3
Adventure,1000077,2010.08,1000074,2
Simulation,1000049,2010.08,1000048,6
Indie,1000042,2010.08,1000041,4
RPG,1000039,2010.08,1000039,8
Violent,1000003,2010.08,1000003,5
Free to Play,1000001,2010.08,1000001,9
Sexual Content,1000001,2010.08,1000001,10
Action,1000316,2010.07,1000299,1
Casual,1000113,2010.07,1000111,3
Strategy,1000119,2010.07,1000114,7
Adventure,1000074,2010.07,1000071,2
Simulation,1000048,2010.07,1000043,6
Indie,1000041,2010.07,1000041,4
RPG,1000039,2010.07,1000038,8
Violent,1000003,2010.07,1000003,5
Free to Play,1000001,2010.07,1000001,9
Sexual Content,1000001,2010.07,1000001,10
Action,1000299,2010.06,1000291,1
Casual,1000111,2010.06,1000118,3
Strategy,1000114,2010.06,1000113,7
Adventure,1000071,2010.06,1000069,2
Simulation,1000043,2010.06,1000041,6
Indie,1000041,2010.06,1000039,4
RPG,1000038,2010.06,1000037,8
Violent,1000003,2010.06,1000003,5
Free to Play,1000001,2010.06,1000001,9
Sexual Content,1000001,2010.06,1000001,10
Action,1000291,2010.05,1000287,1
Casual,1000118,2010.05,1000098,3
Strategy,1000113,2010.05,1000112,7
Adventure,1000069,2010.05,1000069,2
Simulation,1000041,2010.05,1000041,6
Indie,1000039,2010.05,1000039,4
RPG,1000037,2010.05,1000037,8
Violent,1000003,2010.05,1000003,5
Free to Play,1000001,2010.05,1000001,9
Sexual Content,1000001,2010.05,1000001,10
Action,1000287,2010.04,1000279,1
Strategy,1000112,2010.04,1000111,7
Casual,1000098,2010.04,1000085,3
Adventure,1000069,2010.04,1000066,2
Simulation,1000041,2010.04,1000039,6
Indie,1000039,2010.04,1000038,4
RPG,1000037,2010.04,1000036,8
Violent,1000003,2010.04,1000003,5
Free to Play,1000001,2010.04,1000001,9
Sexual Content,1000001,2010.04,1000001,10
Action,1000279,2010.03,1000271,1
Strategy,1000111,2010.03,1000097,7
Casual,1000085,2010.03,1000085,3
Adventure,1000066,2010.03,1000066,2
Simulation,1000039,2010.03,1000038,6
Indie,1000038,2010.03,1000037,4
RPG,1000036,2010.03,1000032,8
Violent,1000003,2010.03,1000003,5
Free to Play,1000001,2010.03,1000001,9
Sexual Content,1000001,2010.03,1000001,10
Action,1000271,2010.02,1000264,1
Strategy,1000097,2010.02,1000093,7
Casual,1000085,2010.02,1000073,3
Adventure,1000066,2010.02,1000064,2
Simulation,1000038,2010.02,1000038,6
Indie,1000037,2010.02,1000036,4
RPG,1000032,2010.02,1000032,8
Violent,1000003,2010.02,1000003,5
Free to Play,1000001,2010.02,1000001,9
Sexual Content,1000001,2010.02,1000001,10
Action,1000264,2010.01,1000258,1
Strategy,1000093,2010.01,1000093,7
Casual,1000073,2010.01,1000072,3
Adventure,1000064,2010.01,1000062,2
Simulation,1000038,2010.01,1000036,6
Indie,1000036,2010.01,1000036,4
RPG,1000032,2010.01,1000031,8
Violent,1000003,2010.01,1000003,5
Free to Play,1000001,2010.01,1000001,9
Sexual Content,1000001,2010.01,1000001,10
Action,1000258,2009.12,1000252,1
Strategy,1000093,2009.12,1000091,7
Casual,1000072,2009.12,1000069,3
Adventure,1000062,2009.12,1000058,2
Indie,1000036,2009.12,1000036,4
Simulation,1000036,2009.12,1000032,6
RPG,1000031,2009.12,1000031,8
Violent,1000003,2009.12,1000003,5
Free to Play,1000001,2009.12,1000001,9
Sexual Content,1000001,2009.12,1000001,10
Action,1000252,2009.11,1000241,1
Strategy,1000091,2009.11,1000084,7
Casual,1000069,2009.11,1000069,3
Adventure,1000058,2009.11,1000055,2
Indie,1000036,2009.11,1000033,4
Simulation,1000032,2009.11,1000031,6
RPG,1000031,2009.11,1000024,8
Violent,1000003,2009.11,1000003,5
Free to Play,1000001,2009.11,1000001,9
Sexual Content,1000001,2009.11,1000001,10
Action,1000241,2009.1,1000232,1
Strategy,1000084,2009.1,1000081,7
Casual,1000069,2009.1,1000065,3
Adventure,1000055,2009.1,1000045,2
Indie,1000033,2009.1,1000031,4
Simulation,1000031,2009.1,1000029,6
RPG,1000024,2009.1,1000022,8
Violent,1000003,2009.1,1000003,5
Free to Play,1000001,2009.1,1000001,9
Sexual Content,1000001,2009.1,1000001,10
Action,1000232,2009.09,1000218,1
Strategy,1000081,2009.09,1000078,7
Casual,1000065,2009.09,1000064,3
Adventure,1000045,2009.09,1000042,2
Indie,1000031,2009.09,1000029,4
Simulation,1000029,2009.09,1000027,6
RPG,1000022,2009.09,1000022,8
Violent,1000003,2009.09,1000003,5
Free to Play,1000001,2009.09,1000001,9
Sexual Content,1000001,2009.09,1000001,10
Action,1000218,2009.08,1000216,1
Strategy,1000078,2009.08,1000075,7
Casual,1000064,2009.08,1000062,3
Adventure,1000042,2009.08,1000036,2
Indie,1000029,2009.08,1000028,4
Simulation,1000027,2009.08,1000019,6
RPG,1000022,2009.08,1000021,8
Violent,1000003,2009.08,1000003,5
Free to Play,1000001,2009.08,1000001,9
Sexual Content,1000001,2009.08,1000001,10
Action,1000216,2009.07,1000191,1
Strategy,1000075,2009.07,1000072,7
Casual,1000062,2009.07,1000053,3
Adventure,1000036,2009.07,1000021,2
Indie,1000028,2009.07,1000026,4
RPG,1000021,2009.07,1000021,8
Simulation,1000019,2009.07,1000017,6
Violent,1000003,2009.07,1000003,5
Free to Play,1000001,2009.07,1000001,9
Sexual Content,1000001,2009.07,1000001,10
Action,1000191,2009.06,1000177,1
Strategy,1000072,2009.06,1000069,7
Casual,1000053,2009.06,1000053,3
Indie,1000026,2009.06,1000025,4
Adventure,1000021,2009.06,1000017,2
RPG,1000021,2009.06,1000018,8
Simulation,1000017,2009.06,1000012,6
Violent,1000003,2009.06,1000003,5
Free to Play,1000001,2009.06,1000001,9
Sexual Content,1000001,2009.06,1000001,10
Action,1000177,2009.05,1000167,1
Strategy,1000069,2009.05,1000067,7
Casual,1000053,2009.05,1000049,3
Indie,1000025,2009.05,1000025,4
RPG,1000018,2009.05,1000015,8
Adventure,1000017,2009.05,1000017,2
Simulation,1000012,2009.05,1000011,6
Violent,1000003,2009.05,1000003,5
Free to Play,1000001,2009.05,1000001,9
Sexual Content,1000001,2009.05,1000001,10
Action,1000167,2009.04,1000165,1
Strategy,1000067,2009.04,1000065,7
Casual,1000049,2009.04,1000043,3
Indie,1000025,2009.04,1000024,4
Adventure,1000017,2009.04,1000017,2
RPG,1000015,2009.04,1000013,8
Simulation,1000011,2009.04,1000011,6
Violent,1000003,2009.04,1000003,5
Free to Play,1000001,2009.04,1000001,9
Sexual Content,1000001,2009.04,1000001,10
Action,1000165,2009.03,1000157,1
Strategy,1000065,2009.03,1000064,7
Casual,1000043,2009.03,1000042,3
Indie,1000024,2009.03,1000021,4
Adventure,1000017,2009.03,1000015,2
RPG,1000013,2009.03,1000012,8
Simulation,1000011,2009.03,1000011,6
Violent,1000003,2009.03,1000003,5
Free to Play,1000001,2009.03,1000001,9
Sexual Content,1000001,2009.03,1000001,10
Action,1000157,2009.02,1000154,1
Strategy,1000064,2009.02,1000057,7
Casual,1000042,2009.02,1000039,3
Indie,1000021,2009.02,1000019,4
Adventure,1000015,2009.02,1000015,2
RPG,1000012,2009.02,1000011,8
Simulation,1000011,2009.02,1000009,6
Violent,1000003,2009.02,1000003,5
Free to Play,1000001,2009.02,1000001,9
Sexual Content,1000001,2009.02,1000001,10
Action,1000154,2009.01,1000151,1
Strategy,1000057,2009.01,1000054,7
Casual,1000039,2009.01,1000038,3
Indie,1000019,2009.01,1000017,4
Adventure,1000015,2009.01,1000015,2
RPG,1000011,2009.01,1000011,8
Simulation,1000009,2009.01,1000009,6
Violent,1000003,2009.01,1000003,5
Free to Play,1000001,2009.01,1000001,9
Sexual Content,1000001,2009.01,1000001,10
